"event_ID","text","date","Year","type_of_event","non_royal_ties","tailored_entities"
1117,"J. and Lady Louisa Howard and Miss Howard , the Hon . C. Cust : and Mrs. Cust and the Misses Cust , the Hon . C. L and Lady Agues Wood , the Han . D. and Mrs. Mon ' son , the Hon . Lucy Kerr , the Hon . Mrs. W. Grey , Captain the Hon . G. and Lady Maria Fitzclarence , Captain the Hon . R. and Mrs. Grosrenor , Captain the Hon . C. and Mrs. Molyneux , Captain and the Hon . Mrs. S. Dawson Damer , Captain the Hon . R. Talbot , Captain the Hon . W. Carington , Captain and Mrs. Keith Fraser , Captain and Mrs. J. R. Lane Fox , Captain and Mrs. Walrond Clarke , Captain and Mrs. Harris , Cap tain and Mrs. Shaw , Captain D. Orichton , Captain G. Johnstone , Captain Batchelor , Captain Chaplin , Captain Cunninghame , Mr. Brandling and the Countess of Jersey and Lady Caroline Villiers , Mr. and Laly Augusta Sturt , Tr . and Lady E. St. Aubyo , Lady C. Schreiber and Miss Sir W. and Lady Knollys and the Sir W. and Lady Dunbar , Sir F. and Lady Arrow , Sir Bartle and Lady Frere , Sir E. and Lady Perry , Sir J. and Lady Shaw Lefevre and the Misses Lefevre , Sir D. and Lady Le Marchant and Miss Le Marchatit , Sir C. and Lady Lyell , Sir Benjamin and Lady Brodie , Sir H. and Lady Hoare , Sir H. and Miss Holland , Sir J. and Lady Rose , Sir Ivor and Lady Cornelia Guest , Sir H. and Ialy Thomp soo , Sir R. and Lady Laura Palmer and Miss Palmer , Sir P. and Lady Colquhoun , Sir Watkin and Lady W. Wynn , Sir A. and Lady Fairbairn , Sir K. Alcock and Lady and Miss Alcock , Sir J. and Lady Eateson and Misses Bateson , Sir C. Wheatstone , Sir J. Karslake , Sir F. Pollock , Sir H. Pelly , Sir F. Des Vaux , Sir C. Russell , Sir C. Legard , Sir M. Costa , Sir F. Johustone , the Chaplain - General and Miss Alice Greig , the Dean of Christchurch and Mr. and Misses Liddell , the Sub - Dean of the Chapel Royal , the Rev. W. L. Onslow , the Rev. C. F. and Mrs. Tarver , the Rev. F. C. Hope Grant , the Rev. R. Duckworth , the Itev . W. Rogers , the Rev. W. A. W. Keppel , Mrs. and Miss Keppel , Dr. S. Birch , Dr. Armstrong . Dr. Acland and Mrs. Acland , Dr. Chambers and Mrs. Chambers , Mr. Bence Jones and Lady Millicent and the Misses Jones , Dr. Gream , Dr. Quin , Pro fessor Fawcett , M.P. , and Mrs. Fawcett , Professor Tyndall , Professor Huxley , Professor Owen , Mr. and Lady Eleanor Honeage , Mr. and Mrs. Algernon West , Mr. and Mrs. H. Fisher , Mr. and Lady Adela Larking , Mr. and Lady Rose Weyall , Mr. and Mrs. R. Redgrave , Mr. and Mrs. E. Bowring , Mr. and Mrs. T. Fairbairn and Bliss Fairbairn , Mr. and Mrs J. Pinder , Mr. and Mrs. Warren De la Rue , Mr. and Mrs. P. A. Pickering , Mr.and Mrs. A. White , Mir . Samuda , M.P. , and Mrs. Samuda , Mr. Mfundella , M.P. , and Mrs. Mundella , Mr. Maguire , M.P. , and Mrs. Maguire , Mr. and Mrs. T. B. Alston , Mr. and Mrs. Lock and the Misses Lock , Mr. and and the Alisses Bagge , Mr. W. H. and Lady Emily Dyke , Mr. and the Hon . Mrs. M. Ingram , Mr. and Mrs. G. Forhes , Mr. and Mrs. H. Kingscote , Mr. and Mrs. Sloane Stanley , Mrs. Laird , Mr. V. Harcourt , Mr. C. Haw kins , Mr. J. Fowler , Mr. T. Baring , M.P. , Mr. W. Glad stone , M.P .. Mr. J. W. Bateman , Mr. W. G. Anderson , Mr. W. H. Keppel , Tr . A. Holzmann , Mr. H. Sahl , Mr. J. Clay , M.P. , Mr. P. Le Neve Foster , Mir . II . Thring , Mr. J. Boehm , Mr. V. I'rinseps , Mr. Durham , Mr. Noble , Mr. W. Boxall , Mr. F. Leighton , Afr . D. Galtou , Mr. G. Shaw - iefevre , M.P. , Mr. F. F. Courtenay , Mr. H. Chaplin , Mr. A. Hammond , Mr. Graham Vivian , Mr. C. Barington , Mr. Sanford , Mr. G. Stirling , Mr. Brier ley , Mr. Cunlite Brooks , M.P. , Mr. M. Corry , Mr. Guest , Mr. C. Pellegrini , Mr. H. Farquhar , dr . Augustus S. Lum ley , Mr. Ion Hamilton , M. P. , Mr. L. Oliphant , Mr. Wood rolfe , Mr. A. Cockerell , Mr. Snart , Mr. C. Svkes , M.P. , Mr. Cecil Boothby , Mr. T. Bowies , Mr. A. B. Mitford , Mr. F. Greenwood , Mr. E. Trederoft , Mr. De Burgb , Mr. P. Doyle , Mr. F. Delaconie , Mr. Ward Braham , Mr. Weguelin , Mr. and Mrs. C. Chaplin , Mr. and Mrs. C. Gurney , Mr. J. and Lady E. St. Anbyu , Mr. and Mrs. Morier , Mr. and Lady Dorothy Nevillo and Miss Neville , Mr. and Mrs. I. Petre , Mr. Hambro , M.P. , and Hambro , Miss Doyle , Lady Caroline Cust , Baron Von Engil and Baron Von Both ( both in attendance on the Grand Duke and Grand Duchess of Mecklenburg Strelitz ) , Lady Susan Leslie Melville and Captain Hon . C. Eliot ( in attendance on Prince and Princess Christian ) , Laly Churchill and Colonel the Hon . A. Liddell ( in at tendance on Princess Louise ) , Lady Geraldine Somerset and Lieutenant - General Lord F. Paulet ( in attendance on the Duchess of Cambridge ) , Colonel , the Hon . J. Macdonald ( inattendance on the Duke of Cambridge ) , Colonel Airey ( in attendance on the Prince and Princess of Teck ) , Colonel Layard ( in attendance on the Nayab Nazim of Bengal ) , and Captain West ( in attendance on the Rajah of Kolapore . The whole of the Corps Diplomatique at present in London waited upon Earl Granville at the Foreign Office yesterday .","1870-07-08-005_col_2",1870,"travel","Lady E. St. Aubyo","Lady E. St. Aubyo"
151193,"This evening the Lieutenant - Governor of the Isle of Man and Mrs. Fry , the Bishop of Sodor and Man and Mrs. Denton Thompson , the First Deemster and Mrs. Stevenson Moore , the Second Deemster and Mrs. Cheslyn Callow , the Attorney - General and Mrs. Ring , the Speaker of the House of Keys and Mrs. Clucas , and the Government Secretary and Mrs. Bertram Sargeaunt had the honour of being invited to dinner with their Majesties , but were unavoid ably prevented from obeying their Majesties ' command on account of the Royal yacht having left Douglas Bay .","1920-07-16",1920,"head_nation","Mrs. Ring","Mrs. Ring"
659,"Earl de Grey and Ripon , Lord President of the Council , gave a dinner at his residence in Carlton - gardens on Wed nesday evening , at which the Roll of Sheriffs for the coun ties of England and Wales for the present year was settled . The company included the Chancellor , Viscount Sydney , the Right Hon . W. E. Gladstone , M.P. , the Earl of Kim berley , the Right Hon . H. A. Bruce , M.P. , the Earl of Clarendon , the Right Hon . E. Cardwell , M.P. , the Chan cellor of the Exchequer , the Right Hon . Hugh Childers , M.P. , the Marquis of Hartington , M.P. , the Right Hon . J. Bright , M.P. , the Right Hon . G. J. Goschen , M.P. , Mr. Helps ( Clerk of the Council ) , and Mr. Harrison ( Deputy Clerk of the Council ) .","1870-02-05",1870,"constitutional","Mr. Harrison ( Deputy Clerk of the Council )","Mr. Harrison ( Deputy Clerk of the Council )"
217,"Prince Christian , attended by Lieutenant - Colonel George G. Gordon , dined with Colonel Aitchison and the officers of the 2d Battalion Scots Fusilier Guards , at the Infantry Barracks , Windsor , last evening .","1870-04-30",1870,"head_nation","Colonel Aitchison","Colonel Aitchison"
2238,"The Earl of Morley and the Hon . Algernon W. F. Gre ville have succeeded the Earl of Camperdown and Colonel Lynedoch Gardiner as Lord and Groom in Waiting .","1870-05-19",1870,"in_waiting","Earl of Morley","Earl of Morley"
151142,"The Hon . Douglas and the Lady Constance Cairns , Sir Robert and Lady Lorimer , the Very Revd . Sir George and Lady Adam Smith , Colonel A. B. E. Cator ( commanding Scots Guards ) , Major Sir Victor Mackenzie , Bt . , Major E. C. T. Warner , Major H. O. E. Ross , and Captain the Lord Carnegie ( Scots Guards ) had the honour of dining with The King and Queen this evening .","1920-07-10",1920,"head_nation","King ","King"
152252,"The King and Queen , accompanied by the Princess Mary , also the Princess Royal , with Princess Maud , Queen Amélie , and Prince Axel of Denmark , visited Queen Alexandra to - day and remained to luncheon .","1920-06-7",1920,"leisure","Queen Amélie","Queen Amélie"
153194,"Civil Hospital Reserve . - Miss Florence BROOME ( also received the Military Medal ) .","1920-05-28",1920,"head_nation","Miss Florence BROOME (","Miss Florence BROOME ("
151868,"The Queen was graciously pleased to accept the Honorary Degree of Doctor of Laws , for which Her Majesty was presented by the Dean of the Faculty of Law , and the degree was con ferred by the Vice - Chancellor ..","1920-07-7",1920,"constitutional","Vice - Chancellor","Vice - Chancellor"
153685,"The Earl Curzon of Kedleston ( Secretary or State for Foreign Affairs ) was present , and had an audience of The King , and the Earl of Onslow ( Lord in Waiting ) , the Master of the Household , Major - General Sir John Hanbury Williams ( Marshal of the Diplomatic Corps ) , Sir Edward Wallington and Captain Sir Charles Cust , Bt . , R.N. ( Groom and Equerry in Wait ing ) , and the Deputy - Master of the Household were in attendance .","1920-10-15",1920,"in_waiting","Earl of Onslow ( Lord in Waiting )","Earl of Onslow ( Lord in Waiting )"
1031,"Their Royal Highnesses the Prince and Princess of Wales gave a ball in the evening , to which the follow ing were invited , but some were unable to attend : -Their Royal Highuesses the Grand Duke and Grand Duchess of Mecklenburg - Strelitz , their Royal Highnesses Prince and Princess Christian of Schleswig - Holstein - Sonderbourg Augustenbourg , her Royal Highness Princess Louise , her Royal Highness the Duchess of Cambridge , bis Royal High pess the Duke of Cambridge , his Serene Highness the Prince and her Royal Highness the Princess of Teck , the Count and Countess de Paris , the Prince and Princess , de Joinville , his Royal Highness the Duke de Nemours , beri Royal Highness the Princess Marguerite , their Royal High nesses the Duke and Duchess de Chartres , the Duke de Penthièvre , his Royal Highness Duke Philip and her Impe rial Highness the Archduchess Therese of Würtemberg , his Serene Highness Prince Edward of Saxe - Weimar and the Countess Dornberg , his Serene Highness the Prince of Lein ingen , his Serene Highness Prince Philip of Saxe - Coburg Gotha , his Highness Prince Hassan , his Excellency the Da nish Minister ( General de Bulow ) and Madame de Bulow and Baroness de Bertouch , his Excellency the Greek Minister ( M. Brailas - Armeni ) and Madame and Mdlle . Brailas Arineni , his Excellency the United States Minister ( Mr. J. L. Motley ) and Mrs. and Miss Metley , his Excellency the Spanish Minister ( Don Rances y Villaneuve ) , his Excel lency the Swedish and Norwegian Minister ( Baron de Hochschild ) and Baroness de Hochschild , Princess Czerni- | cheff , Princess Marie Czernicheff , Princess Leon Czernicheff , Prince and Princess Soltykoff , Prince Giannetto Doria Pamphily , Prince Louis de Liechtenstein , the Duchess of San Arpino and Miss de Burgh , the Duke and Duchess Carac ciolo , the Marquis d'Azeglio , the Marquis and Marchioness de Caux , the Marquis de Canmont La Force , the Count and Countess Welles de Lavalette , the Count and Countess de Bechevet , the Count and Countess Lambert St. Croix , Count Maffei , Coant de Beaufort , Count Walewski , Count A. d'Oultremont , Count de St. Priest , Connt H.de Lambertze , Count E. de Lambertze , Count Kielmausegge , Count Nes selrode , Viscount Greffalhe , Baron and Baroness Gulden crone , his Excellency M. Van de Weyer and Madame and Miss Van de Weyer , M. and Madame de Treschow , Mr.and Mrs. Sanford , Madame de Girardin , Madame de Arcos , Mrs. Ives , M. de Lesseps , M. de Krause , Paul Mu surus Bey , the Duke of Norfolk , the Duchess of In verness , Duke and Dachess of Athole , Duke and Duchess of Roxburghe and Miss Dalton , Duke and Duchess of Marl borough and Lady Rosamond S. Churchill , Duke and Duchess of Buccleuch and Lady Margaret Scott , Dake and Duchess of Richmond and Lady Caroline G. Lennox , Duke and Duchess of Sutherland , Duke and Duchess of Manches - i ter , Dake and Duchess of Abercora and Lady Georgiana Hamilton , Duchess - Dowager of St. Albans and Lady Diana Beauclerk , the Marquis and Marchioness of Huntly , Marquis and Marchioness of Queensbury , Marquis and Mar chioness of Westminster , Marquis and Marchioness of Bath , Marquis and Marchioness of Blandford , Marquis and Mar chioness of Lansdowne , Marquis and Marchioness of Carmar then , Marquis and Marchioness of Hamilton , Marchioness of Ely , Maria Marchioness of Ailesbury , Marquis of Hartington , Marquis of Bowmont , Marquis of Lorne , Marquis of Wor cester , Marquis of Ormonde , Earl and Countess of Kim berley and Lady Alice Wodehouse , Earl and Countess Spencer , Earl and Countess of Cork , Earl and Countess : Granville , Earl and Countess of Shrewsbury , Earl and Countess of Winchilsea and Lady Constance Finch Hatton , Earl and Countess of Sandwich and Lady Emily Montagu , Earl and Countess of Morton , Earl aud Countess of Tan kerville , Earl and Countess of Sefton , Earl and Countess of Carysfort , Earl and Countess of Craven , Earl and Countess Brownlow and Lady Gertrude Talbot , Earl and Countess i Somers and Lady Isabella Cocks , Earl and Countess Vaue and Lady Frances Vane Tempest , Earl and Countess of Ellesmere , Earl and Countess of Kinnoull and Lady Constance Hay , Earl and Countess of Listowel , Earl and Countess of Yarborough , Earl and Countess Cowley and Lady Feodore Wellesley , Earl and Countess of Dartrey and Lady Mary Dawson , Earl and Countess of March , Earl and Countess of Dalkoith , Earl of Bective and Lady Madeleine Taylour , Earl Cadogan and Lady Mary Cadogan , Countess of Mayo , Countess of Desart , Earl and Countess of Macclesfield and the Ladies Parker , Earl and Countoss of Mount - Edgcumbe , Countess Dowager . Mount - Edgeumbe , and Lady Ernestine Edgcumbe , Earl and Countess of Mount - Charles , Earl of Rosebery , Earl of Gosford , Earl Cowper , Earl of Desart , Clonmell , Earl of Wicklow , Earl of Camperdown , Earl of Morley , Earl of Roden , Earl of Offaly , Earl of Ilchester , Viscount and Viscountess Sydney , Major - General Viscount and Viscountess Bridport and the Hon . Miss Hood , Viscount and Viscountess Bar rington and the Hon . Florence Barrington , Viscount and Viscountess Andover , Viscount and Viscountess Chelsea , Viscount and Viscountess Folkestone , Viscount and Viscountess Grey de Wilton , Viscount and Vicountess Holmesdale , Viscount and Viscountess Royston , Viscount and Viscountess Downę , Viscount and Viscountess Dangan , Viscount and Viscountess Hood , Viscount and Viscountess Walden , Viscount and Viscountess de Vesci and Hon . Miss Vesey , Viscount and Viscountess Castlerosse , Viscountess Clifden , Viscount Crichton , Viscount Newry , Viscount Dapplin , Viscount Hinchingbrook , Viscount Macduff , Viscount Valencia , Lord and Lady Dufferin , Lord and Lady Wentworth and Miss Heriot , Lord and Lady Ave land , Lord and Lady Rendlesham , Lord and Lady Londes borough , Lord and Lady Walsingham and Hon . Emily de Grey , Lord and Lady Churchill , Lord and Lady Suffield , Lord and Lady Fitzhardinge and Hon . Eva Giffard , Lady Holland and Miss Fox , Lord and Lady Alice Kenlis , Lord and Lady Cecilia Bingham , Lord and Lady Alexander Gordon Lennox , Lord and Lady Alfred Paget , Miss Paget , and Hon . Eva Macdonald , Lord and Lady Charles Bruce , Lord and Lady Archibald Campbell , Lady George Paget , Major - General Lond Henry Percy , Lord Henry Gordon Len pox , Lord George G. Lennox , Lord Algernon G. Lennox , Lord Francis G. Lennox , Lord Henry Somerset , Lord Arthur Somerset , Lord Albert L. Gower , Lord Ronald L. Gower Lord Claad J. Hamilton , Lord George Hamilton , Lord William Beresford , Lord Arthur Hill , General Lord Strath nairn , Lord Harris , Lord Calthorpe , Lord Langford , Wallscourt , Lord Sandys , Lord Kilmarnock , Lord Rossmore , Lord Carington , Lord Garlies , Right Hon . W. E. and Mrs. Gladstone and Miss Gladstone , Right Hon . B. Disraoli and Viscountess Beaconsfield , Right Hon . Chichester Fortescue and Frances Countess Waldegrave , the Lord Chief Justice , Colonel the Hon . D. and Lady Elizabeth de Ros , Colonel the Hon . A. and Mrs. Hardinge , Lieutenant - Colonel the Hon . H. and Mrs. Byng , Lieutenant Colonel the Hon . H. and Mrs. Campbell , Lieutenant Colonel and the Hon . Mrs. Loyd Lindsay , Lieutenant Colonel the Hon . W. Coke , Captain the and Lady , Agnita Montagu , Captain the Hon . A. Fulke and Lady Violet Greville , Captain the Hon .","1870-07-05-012_col_1",1870,"travel","Viscount Dapplin","Viscount Dapplin"
150432,"The Viscount Farquhar ( Lord Steward ) and The Right Hon . E. S. Montagu , M.P. ( Secretary of State for India ) , had audiences of The King to - day .","1920-12-16",1920,"constitutional","Right Hon . E. S. Montagu , M.P. ( Secretary of State for India )","Right Hon . E. S. Montagu , M.P. ( Secretary of State for India )"
150777,"Companions . - Captain Alan HOTHAM , R.N. , Surgeon - Captain John HALL , R.N. , Brigadier - General Arthur JACOB , Brigadier General Hugh ROGERS , Colonel William JAMES , Royal Artil lery , Colonel Maurice WILSON , late Royal Army Service Corps , Lieutenant - Colonel Ceell ALLANSON , Indian Army , Lieutenant Colonel Wilfrid EVANS , Manchester Regiment ( also received Bar to the Distinguished Service Order ) . Lleutenant - Colonel Alan HUNTER , King's Royal Rifle Corps , Major Owen HOPE , East African Forces ( Political Department ) , and Major Cecil SAUNDERS . Royal Army Ordnance Corps .","1920-02-21",1920,"head_nation","Major Owen","Major Owen"
152757,"The King and Queen , the Prince Albert , the Princess Mary , the Princo Henry , and the Ladies and Gentlemen in attendance , were present at Divine Service in the Private Chapel this morning .","1920-03-29",1920,"religious","King ","King"
151140,"HOLYROOD PALACE , JULY 9 . The King and Queen , accompanied by the Princess Mary , visited Redford Barracks this morning , where , His Majesty inspected the 2nd Dragoons ( Royal Scots Greys ) and the 2nd Bat talion , The Royal Scots ( Lothian Regiment ) .","1920-07-10",1920,"head_nation","King ","King"
1439,"stein Sonderburg Augustenburg , her Royal Highness the Duchess of Casabridge , their Royal Highnessea the Grand Duke and Grand Duchess of Mecklenburg - Strelitz , bis Royal Highness the Duke of Cambridge , her Imperal High ness the Archduchess Thérèse and his Royal Highness the Date Philip of Würtemberg , bis Serene Highness the Prince and her Royal Highness the Princess of Teck , his Sercue Highness the Prince and her Grand Ducal Highnes : the Princess of Leiningen , his Serene Higaness Prizo Edward of Saxe - Weiner and the Countess of Dorn burg , his Serene Highness Prizes Waldemar of Schleswig . Holstein - Sonderburg - Augustenburg , his Highness Prince Hassan , the Count and Countess Gleichen , his Excellency the Turkish Ambassador ( Musurus Pasks ) and the alles . Musurus , bis Excellency the Austro - Hungarian Antussacor ( Count Apponyi ) and the Countess Apponyi , his Excellency the Russian Ainhassador ( Baron de Brunnow ) and the Baroness de Brunnow , his Excellency the Prussian and North - German Ambassador ( Count de Bernstort ; and the Countess de Berostorff and the Countess Thérèse de Bern storff , his Excellency the French Ambassador ( the Mar quis de Lavalette , bis Excellency the Danish Minis ter ( General de Balow ) and Madane de Bulow , his Excellency the Greek Minister ( J. Brakas - Armeni ) and Madame and the Milles . Brailas - Armeni , his Excellency the United States Minister ( Mr. J. L Motiey ) and Mrs. and the Misses Motley , Princess Czernichet and the Prin cesses léon and Marie Czernichef , Prince and Princess Soltykoff , Prince Poniatowsky , Prince de Leon , Prince Louis de Liechtenstein , the Duchess of San Arpino and Miss de Burgh , the Duke of Vallambrosa , the lake and Duchess Caracciolo , the Marquis d'Azeglio , the Marquis du Lau , the Marquis de Castelbajac , the Marquis de Caumont la Force , the Count and Countess de Becheret , the Count and Countess Welles de Lavalette , Count Walewski , Corat Pahlen , Count Batthyany , Count H. de Lambertye , Court E. de Lambertye , Count de St. Priest , Coupt Halley - Claparède , Vicomte Bencedetti , Vicomte Greffulhe , his Excellency Baron de Cetto and Baroness","1870-06-27",1870,"travel","Baroness","Baroness"
150678,"The Right Hon . Sir Robert Borden and the Hon . Sir George and Lady Perley visited His Royal Highness , and remained to luncheon .","1920-02-10",1920,"leisure","Hon . Sir George","Hon . Sir George"
1688,"Miss Drummond , by her mother , Mrs. Drummond . Mrs. Ewart , by the Countess Stanhope .","1870-03-10",1870,"in_waiting","Countess Stanhope","Countess Stanhope"
153127,"The Viscount Farquhar , Field - Marshal Si Henry Wilson , Bt . , and Lady Wilson and Major - General the Hon . Sir William Lambton had the honour of being invited to Luncheon with The King and Queen .","1920-05-24",1920,"leisure","Field - Marshal Si Henry Wilson , Bt .","Field - Marshal Si Henry Wilson , Bt ."
355,"The Prince of Leiuingen and Commander Campbell , of Her Majesty's yacht Victoria and Albert , dined with the Queen and the Royal family yesterday . Lieutenant - General","1870-08-16",1870,"leisure","Prince of Leiuingen","Prince of Leiuingen"
1796,"Hon . P. and Mrs. Harbord , Hon . Mrs. Gerald Wellesley , Captain Hon . Arthur Hood , Captain Hon . W. Hon . Spencer and Mra . Ponsonby , Hon . Oliver Montagu , Hon . R. H. Meade , Hon . F. Howard , Hon . H. Bourke , Hon . A. T. Fitzmaurice , Hon . R. Harris Temple , Hon . T. De Grey , Hon . C. Ellis , Right Hon . Chichester Fortescue and Frances Countess Waldegrave , Right Hon . B. Dis racli and the Viscountess Beaconsfield , the Right Hon . W.E. and Mrs. Gladstone and Miss Gladstone , Baron and Baroness Meyer de Rothschild and Miss de Rothschild , Vice - Admiral Sir Hastings Yelverton and Hon . Barbara Yelverton , General Sir W. and Lady Knollys and the Misses Knollys , Major - General Sir Thomas and Hon . Lady Biddulph , Major General Sir Francis and Lady Seymour , Colonel and Lady Emily Kingscote , Lieutenant - Colonel Sir John and Lady Cowell , Sir Ivor and Lady Cornelia Guest , Sir Anthony and Lady de Rothschild and Miss de Rothschild , Sir Harcourt and Lady Johnstone , Sir Henry and Lady Cotterell , Lady Molesworth , Colonel and Hon . Mrs. H. Ponsonby , Colonel and Mrs. Duncan Baillie , Colonel and Mrs. F.Marshall , Colo nel Clifton , Colonel Crealoch , Lieutenant - Colonel and Mrs. G. Gordon , Lieutenant - Coloneland Mrs. Verschoyle , Lieutenant Colonel Keppel , Lieutenant - Colonel Teesdale , Major Alison , Captain and Hon . Mrs. A. Ellis , Captain and Mrs. Keith Fraser , Captain Beauchamp Seymour , Captain R. J. Mac donald , Captain G. Johnstone , Captain L. Seymour , Mr. Gerard and Lady Augusta Sturt , Mr. Georgo and Lady Charlotte Russell , Mr. and Lady Rose Weigall , Mr. A. and i Miss Montgomery , Mr. and Mrs. N. de Rothschild , Mr. and Mrs. Charles Forbes , Mr. and Mrs. George Forbes , Mr. and Mrs.","1870-03-11",1870,"in_waiting","Lieutenant - Coloneland Mrs. Verschoyle","Lieutenant - Coloneland Mrs. Verschoyle"
1040,"ney , Mr. and Mrs. Fisher , Mr. and Mrs.C. Forbes , Mr. and Mrs. G. Forbes , Mr. and Mrs. H. Kingscote , Mr. G. Gor don , Mrs. F. Sayer , Mr. A. and Miss Montgomery , Miss Burdett Coutts , Mr. Baldwin , Mr. E. Tredcroft , Mr. A. Paget , Mr. J. Tbynne , Mr. H. Calcraft , Mr. W. G. Cra vea , Mr. H. Chaplin , Mr. C. Sykes , Mr. W. B. Glad stone , Mr. Delane , Mr. T. T. Courtenay , Mr. A. Cockerell , Mr. G. Stirling , Air . A. de Rothschild , Mr. L. de Roths child , Mr. B. S. Lumley , Mr. J. Delacour , Mr. T. W. Huddleston , Mr. E. Watsen , Mr. R. Thorold , Mr. A. Hani mond , Mr. Kirwan , Mr. Greville Sartoris , Mr. W. Dan combe , Mr. Holzmann , Mr. A. B. Mitford , Mr. M. Corry , Mr. M. Guest , Mr. W. H. Russell , Mr. F. W. Gibbs , Mr. F. Knollys , Mr. H. Knollys , Mr. .A . C. Knollys , Lady Caroline Cust , Baron Von Engel and Baron Von Both ( in attendance on the Grand Duke and Grand Duchess of Mecklenburg Strelitz ) , Lady Susan Mel ville aud Listenant - Colonel G. Gordon ( in attendance on Prince and Princess Christian ) , Lady Churchill and Colonel the Hon . A. Liddell ( in attendance on Princess Louise ) , Lady Geraldine Somerset and Lieutenant - General Lord F. Paulet ( in attendance on the Duchess of Cambridge ) , Colonel the Hon . J. Macdonald ( in attendance on the Duke of Cambridge ) , Colonel Airey ( in attendance on the Princess of Teck ) , and Mr. Sholto Murray ( in attendance on Prince Hassan Pasha ) .","1870-07-05-012_col_2",1870,"in_waiting","Mr. W. B. Glad stone","Mr. W. B. Glad stone"
1144,"The fourth line consisted of two bacteries of Royal Horse Artillery and eight Field Batteries , with the Royal Engineer Train , commanded by Colonel Smythe , Lieutenant Colonel Tupper , and Lieutenant - Colonel Greene .","1870-07-11",1870,"head_nation","Lieutenant - Colonel Greene","Lieutenant - Colonel Greene"
151189,"The Mayoress , the wives of the Town Clerk and Deputy Mayor , and the aldermen and their wives having been presented to their Majesties , the King and Queen honoured Mr. John Leigh Goldie Taubman and Lady Taubman with a visit at the Nunnery .","1920-07-16",1920,"head_nation","Lady Taubman","Lady Taubman"
1397,"The following had the honour of receiving special invita tions to the ceremony : -M . and Madauno Van de Weyer and Miss Van de Weyer , the Duke and Duchess of Rox burghe , Viscount and Viscountess Bridport and the Hon . Miss Hood , Lady Emily and Miss Seymour , Lieutenant Colonel the Hon . H. and Mrs. Byng , the Hon . Lady Biddulph , the Hon . Mrs. Wellesley , the Hon . Mrs. Ponsonby , Lady Cowell , Sir W. Jenner , Mr. Sahl , Dr. Fairbank , and Mr. R. Collins .","1870-06-21",1870,"travel","Miss Seymour","Miss Seymour"
150568,"Queen Alexandra's Imperial Military Nursing Service Reserve Miss Lucy HILL , Miss Ethel HUTCHINGS , Miss Ethel SMITHIES , and Miss Constance WALKER .","1920-12-3",1920,"head_nation","Miss Ethel","Miss Ethel"
