"","event_ID","text","date","Year","people_regex"
"473",152671,"The King and Queen gave a Dinner Party","1920-03-25","1920","The King | Queen | Dinner Party"
"474",152644,"Companions . - Captain Oliver LEGGETT , EN . , and Lieutenant Colonel John BORASTON , Royal Field Artillery ( also received the Insignia of an Officer of the Most Excellent Order of the British Empire ( Military Division ) ) .","1920-03-25","1920","Companions | Captain Oliver L | Lieutenant Colonel John B | Royal Field Artillery | Insignia of | Officer of | Most Excellent Order of | British Empire | Military Division"
"475",153581,"The Earl of Onslow and Sir Edward Walling ton have succeeded the Lord Somerleyton and Major the Hon . Richard Molyneux as Lord and Groom in Waiting to The King .","1920-10-11","1920","The Earl of Onslow | Sir Edward Walling | Lord Somerleyton | Major | Hon | Richard Molyneux | Lord | Groom | Waiting | The King"
"476",153667,"The Lord d'Abernon ( His Majesty's Ambassa dor Extraordinary and Plenipotentiary at Berlin ) and Mr. William Bridgeman , ( Secretary for Mines ) , were sworn in Members of His Majesty's Most Honourable Privy Council . Sir Almeric FitzRoy was in attendance as Clerk of the Council .","1920-10-14","1920","The Lord | Abernon | His Majesty | Ambassa | Extraordinary | Plenipotentiary | Berlin | Mr | William Bridgeman | Secretary | Mines | Members of His Majesty | Most Honourable Privy Council | Sir Almeric Fitz | Clerk of | Council"
"477",153565,"The Duke of York , attended by Wing - Com mander Louis Greig , left the Palace for Bishops thorpe , York , on a visit to the Archbishop of York .","1920-11-9","1920","The Duke of York | Wing | Com | Louis Greig | Palace | Bishops | York | Archbishop of York"
"478",152563,"Their Majesties , accompanied by the Prince Albert , the Princess Mary , and the Prince Henry , gave an Afternoon Party at Buckingham Palace .","1920-03-19","1920","Their Majesties | Prince Albert | Princess Mary | Prince Henry | Afternoon Party | Buckingham Palace"
"479",151167,"The King and Queen , accompanied by the Princess Mary , visited Rothesay Castle this afternoon , and afterwards honoured the Marquis and Marchioness of Bute with a visit . Admiral Sir Charles Madden , Bt . ( Cammander - in Chief , Atlantic Fleet ) , Vice - Admiral Sir Arthur Leveson ( Vice - Admiral Commanding 2nd Battle Squadron ) , Rear - Admiral Michael Hodges ( Rear Admiral Commanding Destroyer Flotillas , Atlantic Fleet ) , Commodore Cyril Fuller , R.N. , Chief of Staff . Captain Henry Buller , R.N. ( H.M.S. Malaya ) , Com mander John Barron , R.N. ( H.M.S. Wolsey ) , Com mander Robert Ramsay , R.N. ( Submarine M.2 ) , and Major B. Heckstall - Smith ( Secretary , Yacht Racing Association ) , had the honour of dining with Their Majesties this evening .","1920-07-12","1920","The King | Queen | Princess Mary | Rothesay Castle | Marquis | Marchioness of Bute | Admiral Sir Charles Madden | Bt | Cammander | Chief | Atlantic Fleet | Vice | Admiral Sir Arthur Leveson | Vice | Admiral Commanding | Battle Squadron | Rear | Admiral Michael Hodges | Rear Admiral Commanding Destroyer Flotillas | Atlantic Fleet | Commodore Cyril Fuller | Chief of Staff | Captain Henry Buller | Malaya | Com | John Barron | Wolsey | Com | Robert Ramsay | Submarine M | Major B | Heckstall | Smith | Secretary | Yacht Racing Association | Their Majesties"
"480",152902,"The Band of the Coldstream Guards played a selection of music during the Investiture , under the direction of Major J. Mackenzie Rogan .","1920-03-6","1920","The Band of | Coldstream Guards | Investiture | Major J | Mackenzie Rogan"
"481",151130,"The King and Queen , Queen Alexandra , the Queen of Norway with the Prince Olaf , the Prince of Wales , the Prince Albert ,, the Princess Mary , the Prince Henry , the Prince George , the Princess Royal with the Princess Maud , and the Ladies and Gentlemen in Wait ing , attended Divine Service at Sandringham Church this morning .","1920-01-5","1920","The King | Queen | Queen Alexandra | Queen of Norway | Prince Olaf | Prince of Wales | Prince Albert | Princess Mary | Prince Henry | Prince George | Princess Royal | Princess Maud | Ladies | Gentlemen | Wait | Divine Service | Sandringham Church"
"482",151930,"His Majesty held an Investiture in the Quadrangle of the Palace at 11 o'clock .","1920-06-12","1920","His Majesty | Investiture | Quadrangle of | Palace"
"483",152259,"The King and Queen , accompanied by the Princess Mary , and attended by the Lady Ampthill , Major - General the Lord Ranks borough , and Major Reginald Seymour , honoured His Excellency the United Ambassador and Mrs. Davis with presence at Dinner this evening at the States Embassy , Chesham Place .","1920-06-8","1920","The King | Queen | Princess Mary | Lady Ampthill | Major | General | Lord Ranks | Major Reginald Seymour | His Excellency | United Ambassador | Mrs | Davis | Dinner | States Embassy | Chesham Place"
"484",150682,"Admiral of the Flect the Viscount Jellicoe and the Right Hon . Edward Shortt , M.P. , had audiences of His Majesty , and Lieut . - General Sir John du Cane ( upon his appointment as Master - General of the Ordnance ) , and Lieut . W. H. Bremner , R.N. ( whom The King invested with the Insignia of a Companion of the Dis tinguished Service Order ) had the honour of being received by His Majesty .","1920-02-12","1920","Admiral of | Flect | Viscount Jellicoe | Right Hon | Edward Shortt | His Majesty | Lieut | General Sir John | Cane | Master | General of | Ordnance | Lieut | Bremner | The King | Insignia of | Companion of | Dis | Service Order | His Majesty"
"485",151619,"The Princess of Monaco has left Claridge's Hotel for Yorkshire .","1920-07-24","1920","The Princess of Monaco | Claridge | Hotel | Yorkshire"
"486",153291,"MARLBOROUGH HOUSE , Nov. 9 . The Princess Royal , with Princess Maud . visited Queen Alexandra to - day , and remained . to luncheon .","1920-11-10","1920","Nov | The Princess Royal | Princess Maud | Queen Alexandra"
"487",151070,"ST . JAMES'S PALACE , S.W. , JAN . 13 . The Prince of Wales , attended by Captain The Hon . Piers Legh , left London for Sandring . ham this afternoon .","1920-01-14","1920","S P | The Prince of Wales | Captain The Hon | Piers Legh | London | Sandring"
"488",153662,"ST . JAMES'S PALACE , S.W. , Oct. 12 . The Prince of Wales visited Queen Alexandra at Marlborough House and remained to Luncheon .","1920-10-13","1920","S P | Oct | The Prince of Wales | Queen Alexandra | Marlborough House | Luncheon"
"489",152046,"The Duchess of Portland , The Hon . Charlotte Knollys , General the Rt . Hon . Sir Dighton Pro byn , and Colonel Sir Henry Streatfeild , were in attendance .","1920-06-24","1920","The Duchess of Portland | The Hon | Charlotte Knollys | General | Rt | Hon | Sir Dighton Pro | Colonel Sir Henry Streatfeild"
"490",152114,"Sir Ponnambalam and Lady Arunachalam had the honour of being received by The King and Queen .","1920-06-28","1920","Sir Ponnambalam | Lady Arunachalam | The King | Queen"
"491",153155,"The Prince Albert , attended by Wing - Com mander Louis Greig , was present at a Parade of the Inspectors of the National Society for the Prevention of Cruelty to Children , in the Garden of St. James's Palace , this morning . His Royal Highness has left the Palace .","1920-05-27","1920","The Prince Albert | Wing | Com | Louis Greig | Parade of | Inspectors of | National Society | Prevention of Cruelty | Children | Garden of St | James | Palace | His Royal Highness | Palace"
"492",152611,"The Band of the Welsh Guards played a selection of music during the Investiture , under the direction of Lieutenant Andrew Harris .","1920-03-22","1920","The Band of | Welsh Guards | Investiture | Lieutenant Andrew Harris"
"493",151728,"The Duke of York , attended by Wing - Com mander Louis Greig , arrived at the Palace this evening from Wynyard Park , Stockton - on - Tees .","1920-07-2","1920","The Duke of York | Wing | Com | Louis Greig | Palace | Wynyard Park | Stockton | Tees"
"494",153381,"BUCKINGHAM PALACE , Nov. 17 . Princess Alice ( Countess of Athlone ) visited The Queen and remained to Luncheon .","1920-11-18","1920","Nov | Princess Alice | Countess of Athlone | The Queen | Luncheon"
"495",152760,"Their Majesties , accompanied by the Princess Mary , visited Queen Alexandra at Marlborough House , and remained to Luncheon .","1920-03-29","1920","Their Majesties | Princess Mary | Queen Alexandra | Marlborough House | Luncheon"
"496",152014,"WINDSOR CASTLE , JUNE 19 . Their Majesties ' Guests have left the Castle . The Archbishop of Sydney and Mrs. Wright have arrived .","1920-06-21","1920","Their Majesties | Guests | Castle | The Archbishop of Sydney | Mrs | Wright"
"497",151126,"The Hon . Charlotte Knollys , the Hon . Lucia White , General the Right Hon . Sir Dighton Probyn , and Colonel Sir Arthur Davidson were in attendance upon Her Majesty .","1920-01-29","1920","The Hon | Charlotte Knollys | Hon | Lucia White | General | Right Hon | Sir Dighton Probyn | Colonel Sir Arthur Davidson | Her Majesty"
"498",153051,"The King visited Queen Alexandra this after","1920-05-14","1920","The King | Queen Alexandra"
"499",153360,"The King and Queen , the Prince of Wales , the Princess Mary , and the Ladies and Gentle men in attendance , were present at Divine Service in the Private Chapel this morning .","1920-11-15","1920","The King | Queen | Prince of Wales | Princess Mary | Ladies | Gentle | Divine Service | Private Chapel"
"500",152239,"The Queen , and the Members of the Royal Family , drove to Hyde Park and witnessed the Trooping of The King's Colour .","1920-06-7","1920","The Queen | Members of | Royal Family | Hyde Park | Trooping of The King | Colour"
"501",151344,"Lieut . - Colonel J. G. McConaghy ( Officer in Charge ) and The King's Indian Orderly Officers were in attendance .","1920-07-21","1920","Lieut | Colonel J | Mc | Officer | Charge | The King | Indian Orderly Officers"
"502",152951,"Sir Aston Webb ( President of the Royal Academy of Arts ) and Mr. W. R. Lamb ( Secre tary ) were received in audience by The King this morning , and submitted the business of the Institution .","1920-05-11","1920","Sir Aston Webb | President of | Royal Academy of Arts | Mr | Lamb | Secre | The King | Institution"
"503",150697,"The Prince of Wales , attended by Captain the Lord Claud N. Hamilton , presided at the Festival Dinner of the Royal Commercial Travellers ' Schools , which was held at the Con naught Rooms , this evening .","1920-02-14","1920","The Prince of Wales | Captain | Lord Claud N | Hamilton | Festival Dinner of | Royal Commercial Travellers | Schools | Con | Rooms"
"504",152476,"The King visited Queen Alexandra at Marl borough House this afternoon .","1920-03-15","1920","The King | Queen Alexandra | Marl | House"
"505",150418,"The Viscountess Novar , Dame Margaret Lloyd George , the Right Hon . Andrew Fisher ( High Com missioner for the Commonwealth of Australia ) and Mrs. Fisher , Colonel the Hon . Sir James Allen ( High Commissioner for the Dominion of New Zealand ) and Lady Allen , and Mrs. Edward Lucas had the honour of being invited , but were unavoidably pre vented from obeying Their Majesties ' commands .","1920-12-14","1920","The Viscountess Novar | Dame Margaret Lloyd George | Right Hon | Andrew Fisher | High Com | Commonwealth of Australia | Mrs | Fisher | Colonel | Hon | Sir James Allen | High Commissioner | Dominion of New Zealand | Lady Allen | Mrs | Edward Lucas | Their Majesties"
"506",152926,"Her Majesty , accompanied by the Princess Victoria , visited the King and Queen at Buck ingham Palace and remained to luncheon .","1920-03-8","1920","Her Majesty | Princess Victoria | King | Queen | Buck | Palace"
"507",150370,"The King and Queen , The Duke of York , The Princess Mary , Their Majesties ' guests , and the ladies and gentlemen in attendance were present at Divine Service on board the Royal yacht this morning .","1920-08-9","1920","The King | Queen | The Duke of York | The Princess Mary | Their Majesties | Divine Service | Royal"
"508",153829,"The Viscount Knollys ( Lord in Waiting to Queen Alexandra ) represented Her Majesty at the Memorial Service for Lady . Edward Cavendish , which took place at the Church of St. Martin's - in - the - Fields yesterday .","1920-09-30","1920","The Viscount Knollys | Lord | Waiting | Queen Alexandra | Her Majesty | Memorial Service | Lady | Edward Cavendish | Church of St | Martin | Fields"
"509",151145,"The Bands of the 2nd Dragoons ( Royal Scots Greys ) , the Scots Guards , and the Royal Scots ( Lothian Regiment ) , and the Pipers of the Scots Guards and of the Royal Scots have played selections of music at Holyrood Palace during Their Majesties ' residence .","1920-07-10","1920","The Bands of | Dragoons | Royal Scots Greys | Scots Guards | Royal Scots | Lothian Regiment | Pipers of | Scots Guards | Royal Scots | Holyrood Palace | Their Majesties"
"510",153267,"The King and Queen visited Queen Alexandra at Marlborough House , and Field - Marshal the Duke of Connsught at Clarence House , this afternoon .","1920-05-7","1920","The King | Queen | Queen Alexandra | Marlborough House | Field | Marshal | Duke of Connsught | Clarence House"
"511",153820,"Queen Alexandra , the Princess Victoria , and Prince Viggo of Denmark , with the ladies and gentlemen in waiting , were present at Divine Service in Sandringham Church this morning . The Rev. A. Rowland Grant , B.D. ( Domestic Chaplain to the King and Hon . Domestic Chaplain Alexandra ) , officiated ,","1920-09-27","1920","Queen Alexandra | Princess Victoria | Prince Viggo of Denmark | Divine Service | Sandringham Church | The Rev | Rowland Grant | Domestic Chaplain | King | Hon | Domestic Chaplain Alexandra"
"512",150077,"By command of The King the Viscount Sand hurst ( Lord Chamberlain ) was in attendance at Victoria Railway Station this morning , and on behalf of The King , took leave of The King of Sweden upon his departure from England .","1920-04-17","1920","By | The King | Viscount Sand | Lord Chamberlain | Victoria Railway Station | The King | The King of Sweden | England"
"513",151156,"Admiral Sir Herbert Heath ( Commander - in Chief , Coast of Scotland ) and staff and Brigadier General J. A. Strick and the staff of the Scottish © Command were in attendance at the railway station .","1920-07-12","1920","Admiral Sir Herbert Heath | Commander | Chief | Coast of Scotland | Brigadier General J | Strick | Scottish | Command"
"514",150950,"The Right Hon . Sir Laming Worthington Evans , Bt . , M.P. ( Minister of Pensions ) also had an audience of His Majesty , and Major - General G. D. Jeffreys ( upon his appointment as General Officer Commanding , London District ) had the honour of being received by The King .","1920-02-27","1920","The Right Hon | Sir Laming Worthington Evans | Bt | Minister of Pensions | His Majesty | Major | General G | Jeffreys | General Officer Commanding | London District | The King"
"515",152758,"The Service was conducted by the Rev. Canon Edgar Sheppard , D.D. ( Sub - Dean of His Majesty's Chapels Royal and Domestic Chaplain ) , and the Bishop of Chester preached","1920-03-29","1920","The Service | Rev | Canon Edgar Sheppard | Sub | Dean of His Majesty | Chapels Royal | Domestic Chaplain | Bishop of Chester"
"516",150056,"WINDSOR CASTLE , APRIL 13 . The King of Sweden visited The King and Queen and remained to Luncheon .","1920-04-14","1920","The King of Sweden | The King | Queen | Luncheon"
"517",153438,"BUCKINGHAM PALACE , Nov. 29 . The King and Queen , accompanied by the Princess Mary , and attended by the Ladies and Gentlemen in Waiting , arrived at the Palace this morning from York Cottage , Sandringham .","1920-11-30","1920","Nov | The King | Queen | Princess Mary | Ladies | Gentlemen | Waiting | Palace | York Cottage | Sandringham"
"518",150591,"The King of Denmark received at Buckingham Palace this morning a Deputation from The Buffs ( East Kent Regiment ) , of which His Majesty is Colonel - in - Chief , headed by General the Right Hon . Sir Arthur Paget ( Colonel of the Regiment ) .","1920-12-3","1920","The King of Denmark | Buckingham Palace | Deputation | The Buffs | East Kent Regiment | His Majesty | Colonel | Chief | General | Right Hon | Sir Arthur Paget | Colonel of | Regiment"
"519",150857,"The King held an Investiture in the Ball Room of the Palace at 11 o'clock this morning .","1920-02-26","1920","The King | Investiture | Ball Room of | Palace"
"520",153363,"The King and Queen of Spain , and Field Marshal the Duke of Connaught visited The King and Queen this afternoon .","1920-11-15","1920","The King | Queen of Spain | Field Marshal | Duke of Connaught | The King | Queen"
"521",152617,"The Service was conducted by the Revd . Canon Edgar Sheppard , D.D. ( Sub - Dean of His Majesty's Chapels "" Royal and Domestic Chap lain ) , and the Revd . F. R. Barry , D.S.O. ( Principal of the Service Candidates School , Knutsford ) preached the Sermon .","1920-03-22","1920","The Service | Revd | Canon Edgar Sheppard | Sub | Dean of His Majesty | Chapels | Royal | Domestic Chap | Revd | Barry | Principal of | Service Candidates School | Knutsford | Sermon"
"522",150089,"The Prince Albert , attended by Wing - Com mander Louis Greig , arrived at the Castle from Newcastle .","1920-04-19","1920","The Prince Albert | Wing | Com | Louis Greig | Castle | Newcastle"
"523",152487,"The Prince Albert and the Prince Henry , attended by Wing - Commander Louis Greig , have arrived at the Palace .","1920-03-16","1920","The Prince Albert | Prince Henry | Wing | Commander Louis Greig | Palace"
"524",150700,"The King inspected , in the Quadrangle of the Palace this morning , Motor Omnibus No .. B.43 which was on War Service with the Motor Transport , British Expeditionary Force , France , from 1914 to 1919 , together with a number of Drivers and Conductors who have seen service Overseas .","1920-02-16","1920","The King | Quadrangle of | Palace | Motor Omnibus No | War Service | Motor Transport | British Expeditionary Force | France | Drivers | Conductors | Overseas"
"525",150610,"His Majesty , attended by Colonel Clive Wigram and Major Reginald Seymour , was present at the Association Football Match between Chelsea and the Arsenal , which took place at Stamford Bridge , this afternoon .","1920-12-6","1920","His Majesty | Colonel Clive Wigram | Major Reginald Seymour | Association Football Match | Chelsea | Arsenal | Stamford Bridge"
"526",152376,"The Band of the Grenadier Guards played a selection of music during the Investiture .","1920-03-11","1920","The Band of | Grenadier Guards | Investiture"
"527",152752,"The King visited Manchester yesterday , attended by Captain Sir Bryan Godfrey Faussett , R.N. , and Colonel Clive Wigram .","1920-03-29","1920","The King | Manchester | Captain Sir Bryan Godfrey Faussett | Colonel Clive Wigram"
"528",152924,"Queen Alexandra and the Princess Victoria , attended by the Ladies and Gentlemen in Wait ing , were present at Divine Service in the Marlborough House Chapel this morning .","1920-03-8","1920","Queen Alexandra | Princess Victoria | Ladies | Gentlemen | Wait | Divine Service | Marlborough House Chapel"
"529",151134,"Captain the Hon . Piers Legh represented His Royal Highness at the Memorial Service to the late Mrs. H. B. Grigg , which was held at Holy Trinity , Sloane - street , this afternoon .","1920-01-6","1920","Captain | Hon | Piers Legh | His Royal Highness | Memorial Service | Mrs | Grigg | Holy Trinity | Sloane"
"530",152488,"The Prince of Wales dined with Their Majesties this evening .","1920-03-16","1920","The Prince of Wales | Their Majesties"
"531",150461,"ST . JAMES'S PALACE , S.W. , Nov. 30 . The Prince of Wales received the Maharaja Gaekwar of Baroda this morning .","1920-12-1","1920","S P | Nov | The Prince of Wales | Maharaja Gaekwar of Baroda"
"532",150297,"On Their Majesties ' arrival at Balmoral Castle The King and Queen were received by the Royal Highlanders , under the Command of Captain J. D. Ramsay ( His Majesty's Commissioner ) , the Master of the Household , and the tenants and servants of the Royal Estate .","1920-08-18","1920","On Their Majesties | Balmoral Castle The King | Queen | Royal Highlanders | Command of Captain J | Ramsay | His Majesty | Commissioner | Master of | Household | Royal Estate"
"533",153047,"His Majesty visited Queen Alexandra at Marl borough House .","1920-05-14","1920","His Majesty | Queen Alexandra | Marl | House"
"534",153281,"The Earl of Bradford ( Lord in Waiting ) , the Master of the Household , and the Hon . Henry Stonor and Captain Sir Bryan Godfrey Faussett , R.N. ( Groom and Equerry in Waiting ) were in attendance .","1920-11-10","1920","The Earl of Bradford | Lord | Waiting | Master of | Household | Hon | Henry Stonor | Captain Sir Bryan Godfrey Faussett | Groom | Equerry | Waiting"
"535",152942,"The King and Queen , the Princoss Mary , and the Ladies and Gentlemen in attendance , wore prosent at Divine Service in the Private Chapel this morning .","1920-05-10","1920","The King | Queen | Princoss Mary | Ladies | Gentlemen | Divine Service | Private Chapel"
"536",150078,"MARLBOROUGH HOUSE , APRIL 16 . Queen Alexandra received this morning Miss A. M. Peterkin , General Superintendent , Queen Victoria's Jubilee Institute for Nurses , and presented her with the Gold Badge of the Institute , for long and distinguished service .","1920-04-17","1920","Queen Alexandra | Miss A | Peterkin | General Superintendent | Queen Victoria | Jubilee Institute | Nurses | Gold Badge of | Institute"
"537",152216,"The King gave a Dinner Party this evening to the Members of the Jockey Club , to which the following had the honour of being invited :","1920-06-3","1920","The King | Dinner Party | Members of | Jockey Club"
"538",150471,"Their Majesties , accompanied by the Duke of York , the Princess Mary , and the Prince George , visited Queen Alexandra at Marlborough House and remained to Luncheon .","1920-12-20","1920","Their Majesties | Duke of York | Princess Mary | Prince George | Queen Alexandra | Marlborough House | Luncheon"
"539",153545,"The Princess Mary , attended by the Lady Joan Mulholland , presented long service badges to Members of the London Association of Voluntary Children's Care Workers at the Mansion House this afternoon .","1920-11-6","1920","The Princess Mary | Lady Joan Mulholland | Members of | London Association of Voluntary Children | Care Workers | Mansion House"
"540",151554,"ant - Colonel Charles KEMPTON , Royal Engineers , Lieutenant Colonel Charles RADCI FE . Tank Corps ( also received the Distinguished Service Order ) . Lieutenant - Colonel Oscar the Distinguished Service Order ) , and Major Guy TOYNBEE , Royal Army Service Corps .","1920-07-24","1920","Colonel Charles K | Royal Engineers | Lieutenant Colonel Charles R | Tank Corps | Distinguished Service Order | Lieutenant | Colonel Oscar | Distinguished Service Order | Major Guy T | Royal Army Service Corps"
"541",152968,"The following were severally introduced into the presence of His Majesty , when The King invested them with the Insignia of the respective Divisions of the Orders into which they have been admitted :","1920-05-13","1920","The | His Majesty | The King | Insignia of | Divisions of | Orders"
"542",153398,"SANDRINGHAM , Ocn 31 . The Earl Howe ( Lord Chamberlain to Queen Alexandra ) represented Her Majesty at the memorial service for his late Majesty the King of the Hellenes which was held at the Greek Church , Moscow - road , Bayswator , to - day .","1920-11-1","1920","Ocn | The Earl Howe | Lord Chamberlain | Queen Alexandra | Her Majesty | Majesty | King of | Hellenes | Greek Church | Moscow | Bayswator"
"543",150214,"WINDSOR CASTLE , APRIL 3 . The Very Revd . the Dean of Windsor and the Hon . Mrs. Baillie had the honour of dining with The King and Queen this evening .","1920-04-5","1920","The Very Revd | Dean of Windsor | Hon | Mrs | Baillie | The King | Queen"
"544",151188,"The King inspected the ex - Service men , and Their Majesties proceeded to Villa Marina and were received by the Mayor , the Deputy Mayor , and the Town Clerk , who had the honour of being presented by the Lieutenant - Governor . A procession having been formed , Their Majesties were conducted to the platform , where an address from the Mayor and Corpora tion of Douglas was presented to The King , to which His Majesty was graciously pleased to read a reply .","1920-07-16","1920","The King | Service | Their Majesties | Villa Marina | Mayor | Deputy Mayor | Town Clerk | Lieutenant | Governor | Their Majesties | Mayor | Corpora | Douglas | The King | His Majesty"
"545",153648,"and Miss Mary Llety . - Miss Lydla BOOT . Miss Kate JONES .","1920-10-13","1920","Miss Mary Llety | Miss Lydla B | Miss Kate J"
"546",153233,"The Lord and Lady Ormathwaite have also left ; and the Earl Curzon of Kedleston ( Secre tary of State for Foreign Affairs ) and the Countess Curzon of Kedleston have arrived .","1920-05-3","1920","The Lord | Lady Ormathwaite | Earl Curzon of Kedleston | Secre | State | Foreign Affairs | Countess Curzon of Kedleston"
"547",150670,"His Excellency Monsieur Mihailo Gavrilo vitch was received in audience by The King and presented his Letter of Credence as Envoy Extraordinary and Minister Plenipotentiary from the Kingdom of Serbs , Croats , and Slovenes .","1920-02-10","1920","His Excellency Monsieur Mihailo Gavrilo | The King | Letter of Credence | Envoy Extraordinary | Minister Plenipotentiary | Kingdom of Serbs | Croats | Slovenes"
"548",152500,"The Hon . Sir Sidney Greville ( Comptroller to His Royal Highness ) was in attendance as far at Portsmouth .","1920-03-17","1920","The Hon | Sir Sidney Greville | Comptroller | His Royal Highness | Portsmouth"
"549",153192,"British Red Cross Society . - Miss Emily EDWARDS , Miss Colette PARKER , and Miss Margaret RIDDELL","1920-05-28","1920","British Red Cross Society | Miss Emily E | Miss Colette P | Miss Margaret R"
"550",151037,"ST . JAMES'S PALACE , S.W. , FEB . 5 . The Prince of Wales , attended by the Hon . Sir Sidney : Greville , presided at a Special General Court of the Governors of Guy's Hospital this afternoon . His Royal Highness afterwards inspected the Hospital .","1920-02-6","1920","S P | The Prince of Wales | Hon | Sir Sidney | Greville | Special General Court of | Governors of Guy | Hospital | His Royal Highness | Hospital"
"551",150120,"The King and Queen , attended by the Ladies and Gentlemen in Waiting , went to London this morning .","1920-04-23","1920","The King | Queen | Ladies | Gentlemen | Waiting | London"
"552",152772,"The Hon . Charlotte Knollys , the Hon . Lucia White and Colonel Sir Henry Streatfeild were in attendance upon Her Majesty .","1920-03-2","1920","The Hon | Charlotte Knollys | Hon | Lucia White | Colonel Sir Henry Streatfeild | Her Majesty"
"553",151190,"Their Majesties proceeded to Castletown , where the High Bailiff , the Chairman of the Town Commissioners , and the Town Clerk were presented by the Lieutenant - Governor .","1920-07-16","1920","Their Majesties | Castletown | High Bailiff | Chairman of | Town Commissioners | Town Clerk | Lieutenant | Governor"
"554",151143,"The following have had the honour of receiv ing invitations to dinner at Holyrood Palace , but were unavoidably prevented from obeying Their Majesties ' commands :","1920-07-10","1920","The | Holyrood Palace | Their Majesties"
"555",150169,"The Right Hon . Winston Spencer - Churchill , M.P. ( Secretary of State for War and Air ) and Mrs. Spencer - Churchill , and General the Lord Rawlinson ( General Officer Commanding , Aldershot Command ) and the Lady Rawlinson have also arrived .","1920-04-24","1920","The Right Hon | Winston Spencer | Churchill | Secretary of State | War | Air | Mrs | Spencer | Churchill | General | Lord Rawlinson | General Officer Commanding | Aldershot Command | Lady Rawlinson"
"556",153575,"The Lord Provost of Aberdeen and the Magi strates of the City were in attendance at Ferry hill Junction , and the Lord Provost of Perth was present at Perth Railway Station .","1920-10-11","1920","The Lord Provost of Aberdeen | Magi | City | Ferry | Junction | Lord Provost of Perth | Perth Railway Station"
"557",150229,"WINDSOR CASTLE , APRIL 6 . Sir Robert Kindersley had the honour of being received by The King to - day , when His Majesty invested him with the Insignia of a Knight Grand Cross of the Most Excellent Order of the British Empire ( Civil Division ) .","1920-04-7","1920","Sir Robert Kindersley | The King | His Majesty | Insignia of | Knight Grand Cross of | Most Excellent Order of | British Empire | Civil Division"
"558",150649,"ST . JAMES'S PALACE , S.W. , DEC . 7 . The Prince of Wales visited the King and Queen of Denmark at Buckingham Palace this : morning and took leave of Their Majesties upon , their departure from England .","1920-12-8","1920","S P | The Prince of Wales | King | Queen of Denmark | Buckingham Palace | Their Majesties | England"
"559",151256,"The King having inspected the Guard of Honour of the Swansea Battalion , Royal Engi neers , which was mounted at the Railway Station under the command of Captain C. H. Brazell , Their Majesties were conducted to their carriage and drove to the King's Dock and em barked on board His Majesty's Yacht "" Victoria and Albert "" ( Rear - Admiral the Hon . Sir Hubert Brand ) .","1920-07-19","1920","The King | Guard of Honour of | Swansea Battalion | Royal Engi | Railway Station | Captain C | Brazell | Their Majesties | King | Dock | His Majesty | Yacht | Victoria | Albert | Rear | Admiral | Hon | Sir Hubert Brand"
"560",150038,"The Bishop of Hereford has arrived at the Castle .","1920-04-12","1920","The Bishop of Hereford | Castle"
"561",152321,"The Archbishop of Canterbury had an audience of The King this morning , and pre sented to His Majesty the Armenian Patriarch of Constantinople , who was accompanied by the Armenian Bishop of Manchester .","1920-03-10","1920","The Archbishop of Canterbury | The King | His Majesty | Armenian Patriarch of Constantinople | Armenian Bishop of Manchester"
"562",151713,"Field - Marshal the Duke of Connaught and the Earl of Medina visitod The King and Queen this morning .","1920-07-27","1920","Field | Marshal | Duke of Connaught | Earl of Medina | The King | Queen"
"563",151131,"The Rev. A. Rowland Grant ( Domestic Chaplain to the King ) officiated , and the Right Rev. the Bishop of Colchester preached the Sermon .","1920-01-5","1920","The Rev | Rowland Grant | Domestic Chaplain | King | Right Rev | Bishop of Colchester | Sermon"
"564",150090,"Princess Alice and the Earl of Athlone dined with Their Majesties this evening .","1920-04-19","1920","Princess Alice | Earl of Athlone | Their Majesties"
"565",153132,"General the Lord Rawlinson ( General Officer Commanding , Aldershot Command ) and Lady Rawlinson , Brigadier - General F. W. Ramsay ( General Officer Commanding , 6th Infantry Brigade ) , Brigadier - General G. S. Clive ( General Officer Commanding , 5th Infantry Brigade ) and Mrs. Clive , Lieut . - Colonel the Lord Malise Graham ( Royal Artillery ) , Major W. De la Pryme ( Assistant Military Secretary , Alder shot Command ) , Major C. Newington ( General ) Staff , Aldershot Command ) , Major O. Lund . ( Aide - de - Camp to the General Officer Com manding , Aldershot Command ) , and Lieutenant J. Neill , 2nd Battalion Princess Lovise's ( Argyll and Sutherland Highlanders ) , Commanding the Royal Pavilion Guard , had the honour of dining with their Majesties this evening .","1920-05-25","1920","General | Lord Rawlinson | General Officer Commanding | Aldershot Command | Lady Rawlinson | Brigadier | General F | Ramsay | General Officer Commanding | Infantry Brigade | Brigadier | General G | Clive | General Officer Commanding | Infantry Brigade | Mrs | Clive | Lieut | Colonel | Lord Malise Graham | Royal Artillery | Major W | De | Pryme | Assistant Military Secretary | Alder | Command | Major C | Newington | General | Staff | Aldershot Command | Major O | Lund | Aide | Camp | General Officer Com | Aldershot Command | Lieutenant J | Neill | Battalion Princess Lovise | Argyll | Sutherland Highlanders | Commanding | Royal Pavilion Guard | Majesties"
"566",152590,"General David jor - General Gerald BOYD and Brigadier","1920-03-22","1920","General David | General Gerald B | Brigadier"
